Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
871,"2,2'-Binaphthalene",,"C<sub>20</sub>H<sub>14</sub>","612-78-2",1871245,"254.325","bl flr pl (al)","188.1(10)","452(26)",,,,,,"i H<sub>2</sub>O; sl EtOH; s eth, bz, CS<sub>2</sub>",
872,"[1,1'-Binaphthalene]-2,2'-diol",,"C<sub>20</sub>H<sub>14</sub>O<sub>2</sub>","602-09-5",997518,"286.324","nd (al), cry (w)",220,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, alk; sl chl",
873,"Biotin","Coenzyme R","C<sub>10</sub>H<sub>16</sub>N<sub>2</sub>O<sub>3</sub>S","58-85-5",86838,"244.310","nd (w)","232 dec",,,,,"0.35<sup>25</sup>",,"s H<sub>2</sub>O, EtOH; sl eth, chl",
874,"2,2'-Bioxirane","Diepoxybutane","C<sub>4</sub>H<sub>6</sub>O<sub>2</sub>","1464-53-5",79831,"86.090","liq","2.0",144,,"1.113<sup>20</sup>","1.435<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH",
875,"Biphenyl","Diphenyl","C<sub>12</sub>H<sub>10</sub>","92-52-4",1634058,"154.207","lf (dil al)","68.93(2)","255.2(3)",,"1.04<sup>20</sup>","1.588<sup>77</sup>","0.0054<sup>25</sup>",,"i H<sub>2</sub>O; s EtOH, eth; vs bz, ctc, MeOH",
876,"[1,1'-Biphenyl]-4-acetic acid","Felbinac","C<sub>14</sub>H<sub>12</sub>O<sub>2</sub>","5728-52-9",1211592,"212.244",,"160.5",,,,,,,,
877,"[1,1'-Biphenyl]-4-carbonitrile",,"C<sub>13</sub>H<sub>9</sub>N","2920-38-9",1907924,"179.217",,88,,"190<sup>20</sup>",,,,,"i H<sub>2</sub>O; vs EtOH, eth",
878,"[1,1'-Biphenyl]-4-carbonyl chloride",,"C<sub>13</sub>H<sub>9</sub>ClO","14002-51-8",472842,"216.662",,111,,"160<sup>2</sup>",,,,,,
879,"[1,1'-Biphenyl]-2,2'-diamine",,"C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>","1454-80-4",1949579,"184.236","pr or nd (al)",81,,"162<sup>4</sup>","1.3090<sup>20</sup>",,,,"s H<sub>2</sub>O, ace, bz",
880,"[1,1'-Biphenyl]-2,4'-diamine","2,4'-Biphenyldiamine","C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>","492-17-1",2090325,"184.236","nd (dil al)","54.5",363,,,,,,"i H<sub>2</sub>O; s EtOH, eth",
881,"[1,1'-Biphenyl]-4,4'-diamine, dihydrochloride",,"C<sub>12</sub>H<sub>14</sub>Cl<sub>2</sub>N<sub>2</sub>","531-85-1",3914846,"257.158",,">300",,,,,,,,
882,"[1,1'-Biphenyl]-2,2'-dicarboxylic acid","<i>o</i>,<i>o'</i>-Diphenic acid","C<sub>14</sub>H<sub>10</sub>O<sub>4</sub>","482-05-3",2053625,"242.227","mcl pr or lf (w) cry (HOAc)","233.5","subl",,,,,,"i H<sub>2</sub>O; s EtOH, eth",
883,"[1,1'-Biphenyl]-2,2'-diol",,"C<sub>12</sub>H<sub>10</sub>O<sub>2</sub>","1806-29-7",1638363,"186.206",,"113.6(5)",320,,"1.3420<sup>20</sup>",,,,"s H<sub>2</sub>O, EtOH, eth, ace, bz; sl peth, chl",
884,"[1,1'-Biphenyl]-2,5-diol",,"C<sub>12</sub>H<sub>10</sub>O<sub>2</sub>","1079-21-6",1949429,"186.206","nd (dil al)","97.5",,,,,,,"vs EtOH",
885,"[1,1'-Biphenyl]-4,4'-diol",,"C<sub>12</sub>H<sub>10</sub>O<sub>2</sub>","92-88-6",1908886,"186.206",,"287.6(5)",,,,,,,"sl H<sub>2</sub>O, bz, DMSO; s EtOH, eth",
886,"[1,1'-Biphenyl]-4,4'-disulfonic acid",,"C<sub>12</sub>H<sub>10</sub>O<sub>6</sub>S<sub>2</sub>","5314-37-4",2703682,"314.333","pr","72.5",">200",,,,,,"vs H<sub>2</sub>O",
887,"[1,1'-Biphenyl]-3,3',4,4'-tetramine, tetrahydrochloride",,"C<sub>12</sub>H<sub>18</sub>Cl<sub>4</sub>N<sub>4</sub>","7411-49-6",,"360.110",,"245 dec",,,,,,,,
888,"[1,1'-Biphenyl]-3,3',5,5'-tetrol","Diresorcinol","C<sub>12</sub>H<sub>10</sub>O<sub>4</sub>","531-02-2",3281157,"218.205","pl or nd (w+2)",310,,,,,,,"vs H<sub>2</sub>O, eth, EtOH",
889,"<i>N</i>-[1,1'-Biphenyl]-4-ylacetamide",,"C<sub>14</sub>H<sub>13</sub>NO","4075-79-0",2097736,"211.259","cry (dil MeOH)","172.8",,,,,,,"i H<sub>2</sub>O; vs EtOH, ace, MeOH",
890,"1-[1,1'-Biphenyl]-4-ylethanone",,"C<sub>14</sub>H<sub>12</sub>O","92-91-1",1101615,"196.244","pr (ace), cry (al)",121,326,,"1.2510<sup>0</sup>",,,,"i H<sub>2</sub>O; vs EtOH, ace; sl chl",
891,"2-[1,1'-Biphenyl]-4-yl-5-phenyl-1,3,4-oxadiazole",,"C<sub>20</sub>H<sub>14</sub>N<sub>2</sub>O","852-38-0",252554,"298.337",,168,,,,,,,,
892,"2,2'-Bipyridine","α,α'-Dipyridyl","C<sub>10</sub>H<sub>8</sub>N<sub>2</sub>","366-18-7",113089,"156.184","pr (peth)","69.9(2)","273(10)",,,,"6.1<sup>25</sup>",,"sl H<sub>2</sub>O; vs EtOH, eth, bz, chl",
893,"2,3'-Bipyridine","2,3'-Bipyridyl","C<sub>10</sub>H<sub>8</sub>N<sub>2</sub>","581-50-0",113097,"156.184",,,"295.5",,"1.140<sup>20</sup>","1.6223<sup>20</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth, bz, chl; sl peth",
894,"2,4'-Bipyridine","2,4'-Bipyridyl","C<sub>10</sub>H<sub>8</sub>N<sub>2</sub>","581-47-5",113077,"156.184",,"59.7(5)","283(11)",,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, chl",
895,"3,3'-Bipyridine","3,3'-Bipyridyl","C<sub>10</sub>H<sub>8</sub>N<sub>2</sub>","581-46-4",113297,"156.184",,68,"291.5",,"1.1614<sup>20</sup>",,,,"vs H<sub>2</sub>O, EtOH; sl eth",
896,"4,4'-Bipyridine","γ,γ'-Dipyridyl","C<sub>10</sub>H<sub>8</sub>N<sub>2</sub>","553-26-4",113176,"156.184","nd (w+2)","104.4(5)",305,,,,,,"sl H<sub>2</sub>O; vs EtOH, bz, chl; s eth",
897,"2,2'-Biquinoline",,"C<sub>18</sub>H<sub>12</sub>N<sub>2</sub>","119-91-5",187259,"256.301","pl or lf (al)",196,,,,,"0.00102<sup>24</sup>",,"i H<sub>2</sub>O; vs EtOH; s eth, ace, bz",
898,"4,4'-Bis(acetoacetamido)-3,3'-dimethyl-1,1'-biphenyl","<i>N,N'</i>-Bis(acetoacetyl)-3,3'-dimethylbenzidine","C<sub>22</sub>H<sub>24</sub>N<sub>2</sub>O<sub>4</sub>","91-96-3",3110459,"380.437",,212,,,,,,,"sl DMSO",
899,"Bisacodyl",,"C<sub>22</sub>H<sub>19</sub>NO<sub>4</sub>","603-50-9",323727,"361.391",,"134(1)",,,,,,,,
900,"Bis(4-aminocyclohexyl)methane",,"C<sub>13</sub>H<sub>26</sub>N<sub>2</sub>","1761-71-3",2079179,"210.358",,15,320,,"0.92<sup>75</sup>",,,,,
901,"Bis(2-aminoethyl)amine","Diethylenetriamine","C<sub>4</sub>H<sub>13</sub>N<sub>3</sub>","111-40-0",605314,"103.166","ye hyg liq","-39","206.5(3)",,"0.9569<sup>20</sup>","1.4810<sup>25</sup>",,"0.03","msc H<sub>2</sub>O, EtOH; i eth; s lig",
902,"<i>N,N'</i>-Bis(2-aminoethyl)-1,2-ethanediamine","Triethylenetetramine","C<sub>6</sub>H<sub>18</sub>N<sub>4</sub>","112-24-3",605448,"146.234","oil",12,"266.5",,,"1.4971<sup>20</sup>",,,"s H<sub>2</sub>O, EtOH, acid",
903,"Bis(2-aminophenyl)disulfide",,"C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>S<sub>2</sub>","1141-88-4",914032,"248.366",,93,,,,,,,"i H<sub>2</sub>O; vs EtOH, eth",
904,"Bis(4-aminophenyl)disulfide",,"C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>S<sub>2</sub>","722-27-0",1247117,"248.366",,85,,,,,,,"s H<sub>2</sub>O; vs EtOH, eth, chl; sl bz, lig",
905,"1,2-Bis(4-aminophenyl)ethane",,"C<sub>14</sub>H<sub>16</sub>N<sub>2</sub>","621-95-4",394999,"212.290","pl (w)",137,"subl",,,,,,"i H<sub>2</sub>O; vs EtOH",
906,"Bis(3-aminophenyl) sulfone","3,3'-Sulfonyldianiline","C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>O<sub>2</sub>S","599-61-1",2215938,"248.300",,"168.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
907,"Bis(4-aminophenyl) sulfone","Dapsone","C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>O<sub>2</sub>S","80-08-0",788055,"248.300","cry (95% al)","178(1)",,,,,"0.16<sup>25</sup>",,"s EtOH; sl DMSO",
908,"Bis(4-aminophenyl) sulfoxide","4,4'-Sulfinyldianiline","C<sub>12</sub>H<sub>12</sub>N<sub>2</sub>OS","119-59-5",1964647,"232.300","pr (w, al)","175 dec",,,,,,,"s H<sub>2</sub>O, EtOH",
909,"1,4-Bis(3-aminopropoxy)butane","1,4-Butanediol bis(3-aminopropyl) ether","C<sub>10</sub>H<sub>24</sub>N<sub>2</sub>O<sub>2</sub>","7300-34-7",1750788,"204.310","liq",,,"135<sup>3</sup>","0.96<sup>20</sup>","1.4619<sup>20</sup>",,,,
910,"<i>N,N'</i>-Bis(3-aminopropyl)-1,4-butanediamine","Spermine","C<sub>10</sub>H<sub>26</sub>N<sub>4</sub>","71-44-3",1750791,"202.340",,29,,"150<sup>5</sup>",,,,,,
911,"<i>N,N'</i>-Bis(3-aminopropyl)-1,4-butanediamine, tetrahydrochloride",,"C<sub>10</sub>H<sub>30</sub>Cl<sub>4</sub>N<sub>4</sub>","306-67-2",3911771,"348.184",,"301.5",,,,,,,"s H<sub>2</sub>O",
912,"Bis(2-bromoethyl) ether","Bromex","C<sub>4</sub>H<sub>8</sub>Br<sub>2</sub>O","5414-19-7",1098335,"231.914",,,,"115<sup>32</sup>, 92<sup>12</sup>","1.8452<sup>20</sup>","1.5131<sup>27</sup>",,,,
913,"1,2-Bis(bromomethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Br<sub>2</sub>","91-13-4",637159,"263.958","orth (chl)","95(1)",,"129<sup>4.5</sup>","1.988<sup>25</sup>",,,,"i H<sub>2</sub>O; s EtOH, eth, ctc, chl, peth, lig",
914,"1,3-Bis(bromomethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Br<sub>2</sub>","626-15-3",971085,"263.958","nd (chl), pr (ace)","77(1)",,"137<sup>20</sup>","1.959<sup>25</sup>",,,,"i H<sub>2</sub>O; s EtOH, eth, chl, lig",
915,"1,4-Bis(bromomethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Br<sub>2</sub>","623-24-5",1100019,"263.958","mcl pr (al), cry (chl, bz)","144.5",245,,"2.012<sup>25</sup>",,,,"i H<sub>2</sub>O; vs EtOH, chl; sl eth; s bz",
916,"2,2-Bis(bromomethyl)-1,3-propanediol","Pentaerythritol dibromide","C<sub>5</sub>H<sub>10</sub>Br<sub>2</sub>O<sub>2</sub>","3296-90-0",,"261.940","nd (bz)",113,,,,,,,,
917,"1,3-Bis(bromomethyl)tetramethyldisiloxane",,"C<sub>6</sub>H<sub>16</sub>Br<sub>2</sub>OSi<sub>2</sub>","2351-13-5",1071520,"320.169",,,233,"103<sup>15</sup>","1.3918<sup>25</sup>","1.4719<sup>25</sup>",,,,
918,"Bis(4-bromophenyl) ether",,"C<sub>12</sub>H<sub>8</sub>Br<sub>2</sub>O","2050-47-7",2050738,"327.999","lf (al)","54(1)",339,,"1.8<sup>25</sup>",,,,"i H<sub>2</sub>O; s EtOH, bz; vs eth; sl chl",
919,"Bis(2-(2-butoxyethoxy)ethyl) hexanedioate","Bis(2-(2-butoxyethoxy)ethyl) adipate","C<sub>22</sub>H<sub>42</sub>O<sub>8</sub>","141-17-3",,"434.563","liq",,,,"1.1<sup>25</sup>",,,,,
920,"Bis(2-butoxyethyl) phthalate","1,2-Benzenedicarboxylic acid, bis(2-butoxyethyl) ester","C<sub>20</sub>H<sub>30</sub>O<sub>6</sub>","117-83-9",2006754,"366.448",,,"409(18)",,,,,,,
921,"1,4-Bis(α-(<i>tert</i>-butyldioxy)isopropyl)benzene",,"C<sub>20</sub>H<sub>34</sub>O<sub>4</sub>","2781-00-2",,"338.482","cry",79,,,,,,,,
922,"Bis(3-<i>tert</i>-butyl-5-ethyl-2-hydroxyphenyl)methane",,"C<sub>25</sub>H<sub>36</sub>O<sub>2</sub>","88-24-4",2016207,"368.553","cry",123,,,,,,,,
923,"Bis(4-chlorobenzoyl) peroxide",,"C<sub>14</sub>H<sub>8</sub>Cl<sub>2</sub>O<sub>4</sub>","94-17-7",,"311.118","pr cry (bz)",141,,,,,,,,
924,"1,2-Bis(2-chloroethoxy)ethane",,"C<sub>6</sub>H<sub>12</sub>Cl<sub>2</sub>O<sub>2</sub>","112-26-5",506177,"187.064",,,"214(18)",,"1.195<sup>20</sup>","1.4592<sup>25</sup>",,,"s ctc",
925,"Bis(2-chloroethoxy)methane",,"C<sub>5</sub>H<sub>10</sub>Cl<sub>2</sub>O<sub>2</sub>","111-91-1",,"173.037",,,"216(3)",,,,,,,
926,"<i>N,N</i>-Bis(2-chloroethyl)aniline","Aniline mustard","C<sub>10</sub>H<sub>13</sub>Cl<sub>2</sub>N","553-27-5",,"218.123","pr",45,,"164<sup>14</sup>",,,,,"sl eth; s EtOH, MeOH",
927,"Bis(2-chloroethyl) carbonate",,"C<sub>5</sub>H<sub>8</sub>Cl<sub>2</sub>O<sub>3</sub>","623-97-2",1762279,"187.021",,8,241,,"1.3506<sup>20</sup>","1.461<sup>20</sup>",,,"i H<sub>2</sub>O",
928,"Bis(2-chloroethyl) 2-chloroethylphosphonate",,"C<sub>6</sub>H<sub>12</sub>Cl<sub>3</sub>O<sub>3</sub>P","6294-34-4",1782126,"269.490",,,,"170.2<sup>5</sup>",,"1.488<sup>25</sup>",,,,
929,"Bis(2-chloroethyl) ether","Dichloroethyl ether","C<sub>4</sub>H<sub>8</sub>Cl<sub>2</sub>O","111-44-4",605317,"143.012","liq","-46.9(5)","178(2)",,"1.22<sup>20</sup>","1.451<sup>20</sup>","10.5<sup>20</sup>","0.143","i H<sub>2</sub>O; s EtOH, eth, ace; msc bz",
930,"Bis(2-chloroethyl)methylamine hydrochloride","Nitrogen mustard hydrochloride","C<sub>5</sub>H<sub>12</sub>Cl<sub>3</sub>N","55-86-7",3674503,"192.515","hyg nd","111.5",,,,,,,,
931,"<i>N</i>,<i>N'</i>-Bis(2-chloroethyl)-<i>N</i>-nitrosourea","Carmustine","C<sub>5</sub>H<sub>9</sub>Cl<sub>2</sub>N<sub>3</sub>O<sub>2</sub>","154-93-8",2049744,"214.049","lt ye pow",31,,,,,,,"vs H<sub>2</sub>O, EtOH",
932,"Bis(2-chloroethyl) sulfide","Mustard gas","C<sub>4</sub>H<sub>8</sub>Cl<sub>2</sub>S","505-60-2",1733595,"159.078","liq","13.5","198(9)",,"1.2741<sup>20</sup>","1.5313<sup>20</sup>",,,,
933,"1,2-Bis(2-chloroethylsulfonyl)ethane",,"C<sub>6</sub>H<sub>12</sub>Cl<sub>2</sub>O<sub>4</sub>S<sub>2</sub>","3944-87-4",,"283.193","cry (MeOH/HOAc)",205,,,,,,,,
934,"1,2-Bis(chloromethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Cl<sub>2</sub>","612-12-4",2043675,"175.056","mcl (lig)","55(1)","239.5",,"1.393<sup>25</sup>",,,,"i H<sub>2</sub>O; vs EtOH, eth, chl; s ctc",
935,"1,3-Bis(chloromethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Cl<sub>2</sub>","626-16-4",2079898,"175.056","cry","34(1)","251.5",,"1.302<sup>20</sup>",,,,"i H<sub>2</sub>O; vs EtOH, eth; sl chl",
936,"1,4-Bis(chloromethyl)benzene",,"C<sub>8</sub>H<sub>8</sub>Cl<sub>2</sub>","623-25-6",774706,"175.056","pl (al)",100,"257(18)","135<sup>16</sup>","1.417<sup>25</sup>",,,,"i H<sub>2</sub>O; vs EtOH, eth, ace, chl; sl HOAc",
937,"Bis(chloromethyl) ether","Chloromethyl ether","C<sub>2</sub>H<sub>4</sub>Cl<sub>2</sub>O","542-88-1",1679223,"114.958","liq","-41.5","104(4)",,"1.323<sup>15</sup>","1.435<sup>21</sup>",,,"msc EtOH, eth",
938,"3,3-Bis(chloromethyl)oxetane",,"C<sub>5</sub>H<sub>8</sub>Cl<sub>2</sub>O","78-71-7",,"155.022","liq","19.0(1)",,"101<sup>27</sup>","1.295<sup>25</sup>",,,,,
939,"2,2-Bis(chloromethyl)-1,3-propanediol","Pentaerythritol dichlorohydrin","C<sub>5</sub>H<sub>10</sub>Cl<sub>2</sub>O<sub>2</sub>","2209-86-1",,"173.037","cry",83,,"159<sup>12</sup>",,,,,,
940,"1,3-Bis(chloromethyl)tetramethyldisiloxane",,"C<sub>6</sub>H<sub>16</sub>Cl<sub>2</sub>OSi<sub>2</sub>","2362-10-9",506631,"231.267","liq","-90","205(3)","92<sup>21</sup>","1.045<sup>20</sup>","1.4398<sup>20</sup>",,,,
941,"Bis(4-chlorophenoxy)methane","Di(4-chlorophenoxy)methane","C<sub>13</sub>H<sub>10</sub>Cl<sub>2</sub>O<sub>2</sub>","555-89-5",1978248,"269.123","cry (peth)","70.5",,"191<sup>6</sup>",,,,,"vs ace, bz",
942,"Bis(4-chlorophenyl) disulfide",,"C<sub>12</sub>H<sub>8</sub>Cl<sub>2</sub>S<sub>2</sub>","1142-19-4",1644663,"287.228",,"72.8",,,,,,,"s chl",
943,"Bis(4-chlorophenyl)ethanedione",,"C<sub>14</sub>H<sub>8</sub>Cl<sub>2</sub>O<sub>2</sub>","3457-46-3",523139,"279.119",,"197.8",,,,,,,,
944,"1,1-Bis(4-chlorophenyl)ethanol",,"C<sub>14</sub>H<sub>12</sub>Cl<sub>2</sub>O","80-06-8",2505345,"267.150",,70,,,,,,,"i H<sub>2</sub>O, EtOH; s eth, bz",
945,"1,2-Bis(2-chlorophenyl)-hydrazine","2,2'-Dichlorohydrazobenzene","C<sub>12</sub>H<sub>10</sub>Cl<sub>2</sub>N<sub>2</sub>","782-74-1",,"253.126",,87,,,,,,,,
946,"Bis(4-chlorophenyl)methane",,"C<sub>13</sub>H<sub>10</sub>Cl<sub>2</sub>","101-76-8",1873121,"237.124",,"55.5",,"188<sup>18</sup>","1.365<sup>17</sup>",,,,"s EtOH",
947,"Bis(4-chlorophenyl) sulfone",,"C<sub>12</sub>H<sub>8</sub>Cl<sub>2</sub>O<sub>2</sub>S","80-07-9",2052955,"287.162",,"148.8(10)",,"250<sup>10</sup>",,,,,"sl H<sub>2</sub>O; s EtOH, chl",
948,"<i>N,N'</i>-Bis(4-chlorophenyl)thiourea","Di(<i>p</i>-chlorophenyl)thiourea","C<sub>13</sub>H<sub>10</sub>Cl<sub>2</sub>N<sub>2</sub>S","1220-00-4",,"297.202","nd",176,,,,,,,,
949,"1,1-Bis(4-chlorophenyl)-2,2,2-trichloroethanol",,"C<sub>14</sub>H<sub>9</sub>Cl<sub>5</sub>O","115-32-2",1886299,"370.485","cry (petr)","75.1(3)",,"180<sup>0.1</sup>",,,"0.0013<sup>25</sup>",,"i H<sub>2</sub>O, os",
950,"Bis(3-chloropropyl) ether","3-Chloropropyl ether","C<sub>6</sub>H<sub>12</sub>Cl<sub>2</sub>O","629-36-7",1735686,"171.064",,,"205(7)","90.5<sup>11</sup>","1.136<sup>20</sup>","1.4158<sup>20</sup>",,,"s EtOH, eth",
951,"Bis(2-cyanoethyl) ether",,"C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>O","1656-48-0",1746454,"124.140",,,,"161<sup>5</sup>, 111<sup>0.5</sup>","1.0504<sup>20</sup>","1.4405<sup>20</sup>",,,,
952,"Bis(2-cyanoethyl) sulfide",,"C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>S","111-97-7",1701139,"140.206",,,,"163<sup>1.5</sup>",,"1.5047<sup>20</sup>",,,,
953,"1,2-Bis(dibromomethyl)benzene",,"C<sub>8</sub>H<sub>6</sub>Br<sub>4</sub>","13209-15-9",2211698,"421.750","mcl","116.5",,,,,,,"sl H<sub>2</sub>O; vs chl; i lig",
954,"Bis(2,4-dichlorobenzoyl) peroxide",,"C<sub>14</sub>H<sub>6</sub>Cl<sub>4</sub>O<sub>4</sub>","133-14-2",2008711,"380.008",,106,,,,,,,,
955,"1,3-Bis(dichloromethyl)tetramethyldisiloxane",,"C<sub>6</sub>H<sub>14</sub>Cl<sub>4</sub>OSi<sub>2</sub>","2943-70-6",1762720,"300.157",,,,"149<sup>50</sup>, 117<sup>11</sup>","1.2213<sup>20</sup>","1.4660<sup>20</sup>",,,,
956,"Bis(2,4-dichlorophenyl)ether","2,2',4,4'-Tetrachlorodiphenyl ether","C<sub>12</sub>H<sub>6</sub>Cl<sub>4</sub>O","28076-73-5",,"307.987","cry (eth)",71,,,,,,,,
957,"4,4'-Bis(diethylamino)benzophenone","Michler's ethyl ketone","C<sub>21</sub>H<sub>28</sub>N<sub>2</sub>O","90-93-7",2148611,"324.459","lf (al)","95.3",,,,,,,,
958,"Bis(diethyldithiocarbamate)nickel",,"C<sub>10</sub>H<sub>20</sub>N<sub>2</sub>NiS<sub>4</sub>","14267-17-5",,"355.232",,,,"202<sup>0.02</sup>",,,,,,
959,"Bis(diethyldithiocarbamate)zinc",,"C<sub>10</sub>H<sub>20</sub>N<sub>2</sub>S<sub>4</sub>Zn","14324-55-1",,"361.948",,,,"178<sup>0.05</sup>",,,,,,
960,"Bis(difluoromethyl) ether","HFE-134","C<sub>2</sub>H<sub>2</sub>F<sub>4</sub>O","1691-17-4",,"118.030","col gas",,"5.5(4)",,"1.43<sup>20</sup>",,,,,
961,"Bis(2-dimethylaminoethyl) ether","2,2'-Oxybis[<i>N,N</i>-dimethylethanamine]","C<sub>8</sub>H<sub>20</sub>N<sub>2</sub>O","3033-62-3",,"160.257","liq",,,"80<sup>15</sup>",,,,,,
962,"Bis[4-(dimethylamino)phenyl]methane","Michler's Base","C<sub>17</sub>H<sub>22</sub>N<sub>2</sub>","101-61-1",479956,"254.370","pl or tab (al, lig)","91.5","390 dec","183<sup>3</sup>",,,,,"i H<sub>2</sub>O; sl EtOH; vs eth, bz; s acid",
963,"Bis[4-(dimethylamino)phenyl]methanethione","4,4'-Bis(dimethylamino)thiobenzophenone","C<sub>17</sub>H<sub>20</sub>N<sub>2</sub>S","1226-46-6",2215339,"284.419","pl",204,,,,,,,"i H<sub>2</sub>O, EtOH, lig; sl eth; s bz, chl, HOAc",
964,"Bis(4-dimethylaminophenyl)methanol","4,4'-Bis(dimethylamino)benzhydrol","C<sub>17</sub>H<sub>22</sub>N<sub>2</sub>O","119-58-4",2131843,"270.369",,"102.0",,,,,,,"i H<sub>2</sub>O; vs EtOH; s eth, bz, HOAc",
965,"1,3-Bis(dimethylamino)-2-propanol",,"C<sub>7</sub>H<sub>18</sub>N<sub>2</sub>O","5966-51-8",1446002,"146.230",,,"181.5",,"0.8788<sup>20</sup>","1.4418<sup>20</sup>",,,"vs H<sub>2</sub>O",
966,"4,4'-Bis(dimethylamino)triphenylmethane",,"C<sub>23</sub>H<sub>26</sub>N<sub>2</sub>","129-73-7",2140506,"330.465","nd or lf (al, bz)",102,,,,,,,"vs bz, eth",
967,"Bis(dimethyldithiocarbamate)copper",,"C<sub>6</sub>H<sub>12</sub>CuN<sub>2</sub>S<sub>4</sub>","137-29-1",,"303.978",,,,"206<sup>0.01</sup>",,,,,,
968,"Bis(dimethyldithiocarbamate)nickel",,"C<sub>6</sub>H<sub>12</sub>N<sub>2</sub>NiS<sub>4</sub>","15521-65-0",,"299.125",,,,"208<sup>0.002</sup>",,,,,,
969,"2,5-Bis(1,1-dimethylpropyl)-1,4-benzenediol","2,5-Di-<i>tert</i>-pentylhydroquinone","C<sub>16</sub>H<sub>26</sub>O<sub>2</sub>","79-74-3",2214556,"250.376",,180,,,,,,,,
970,"2,4-Bis(1,1-dimethylpropyl)phenol",,"C<sub>16</sub>H<sub>26</sub>O","120-95-6",2370274,"234.376",,"26.0",,"169<sup>22</sup>",,,,,,
971,"1,2-Bis(diphenylphosphino)ethane","Diphos","C<sub>26</sub>H<sub>24</sub>P<sub>2</sub>","1663-45-2",761261,"398.417",,"143.5",,,,,,,,
972,"1,3-Bis(2,3-epoxypropoxy)benzene","Diglycidyl resorcinol ether","C<sub>12</sub>H<sub>14</sub>O<sub>4</sub>","101-90-6",203671,"222.237",,"42.5",,"147<sup>0.4</sup>","1.2183<sup>30</sup>","1.5408<sup>20</sup>",,,,
973,"Bis(2-ethoxyethyl) phthalate",,"C<sub>16</sub>H<sub>22</sub>O<sub>6</sub>","605-54-9",3380810,"310.342",,34,345,,"1.1229<sup>21</sup>",,,,,
974,"Bis(ethoxymethyl) ether",,"C<sub>6</sub>H<sub>14</sub>O<sub>3</sub>","5648-29-3",,"134.173",,,"136(10)",,,,,,,
975,"<i>N,N'</i>-Bis(4-ethoxyphenyl)ethanimidamide monohydrochloride","Phenacaine hydrochloride","C<sub>18</sub>H<sub>23</sub>ClN<sub>2</sub>O<sub>2</sub>","620-99-5",3919832,"334.841","cry (w+1)",191,,,,,,,"vs H<sub>2</sub>O, EtOH, chl",
976,"Bis(ethylenediamine)copper dichloride","Cupriethylenediamine dichloride","C<sub>4</sub>H<sub>16</sub>Cl<sub>2</sub>CuN<sub>4</sub>","15243-01-3",,"254.649","dk bl cry",,,,,,,,"s EtOH",
977,"Bis(2-ethylhexyl)amine",,"C<sub>16</sub>H<sub>35</sub>N","106-20-7",1748342,"241.456",,,,"161<sup>21</sup>",,,,,,
978,"Bis(2-ethylhexyl) azelate",,"C<sub>25</sub>H<sub>48</sub>O<sub>4</sub>","103-24-2",1806182,"412.647",,"-78",,"237<sup>5</sup>","0.915<sup>25</sup>","1.446<sup>25</sup>",,,"i H<sub>2</sub>O; s EtOH, ace, bz; sl ctc",
979,"Bis(2-ethylhexyl) ether","2,2'-Diethyldihexyl ether","C<sub>16</sub>H<sub>34</sub>O","10143-60-9",1748359,"242.440",,,"279(8)","144<sup>13</sup>",,"1.4325<sup>20</sup>",,,"sl ctc",
980,"Bis(2-ethylhexyl) hexanedioate","Bis(2-ethylhexyl) adipate","C<sub>22</sub>H<sub>42</sub>O<sub>4</sub>","103-23-1",1803774,"370.566",,"-67.8",,"214<sup>5</sup>","0.922<sup>25</sup>","1.4474<sup>20</sup>",,,"vs ace, eth, EtOH",
981,"Bis(2-ethylhexyl) phosphate",,"C<sub>16</sub>H<sub>35</sub>O<sub>4</sub>P","298-07-7",,"322.420","visc liq",,,"155<sup>0.015</sup>","0.975<sup>25</sup>",,,,"sl H<sub>2</sub>O; s bz, hx",
